,city,State,State Full
4144,sugar hill,NH,New Hampshire
4145,milan,NH,New Hampshire
4147,mount washington,NH,New Hampshire
4149,north stratford,NH,New Hampshire
4154,pittsburg,NH,New Hampshire
4157,twin mountain,NH,New Hampshire
4158,west stewartstown,NH,New Hampshire
4161,whitefield,NH,New Hampshire
4164,acworth,NH,New Hampshire
4165,alstead,NH,New Hampshire
4171,drewsville,NH,New Hampshire
4172,lempster,NH,New Hampshire
4175,south acworth,NH,New Hampshire
4179,north walpole,NH,New Hampshire
4182,bath,NH,New Hampshire
4183,canaan,NH,New Hampshire
4185,claremont,NH,New Hampshire
4187,cornish,NH,New Hampshire
4188,cornish flat,NH,New Hampshire
4189,enfield,NH,New Hampshire
4190,enfield center,NH,New Hampshire
4192,etna,NH,New Hampshire
4193,georges mills,NH,New Hampshire
4195,grantham,NH,New Hampshire
4196,guild,NH,New Hampshire
4198,lebanon,NH,New Hampshire
4201,lyme,NH,New Hampshire
4202,lyme center,NH,New Hampshire
4203,meriden,NH,New Hampshire
4204,monroe,NH,New Hampshire
4208,north haverhill,NH,New Hampshire
4211,orford,NH,New Hampshire
4212,piermont,NH,New Hampshire
4213,pike,NH,New Hampshire
4216,sunapee,NH,New Hampshire
4217,west lebanon,NH,New Hampshire
4219,woodsville,NH,New Hampshire
4226,newington,NH,New Hampshire
4228,alton,NH,New Hampshire
4229,alton bay,NH,New Hampshire
4231,atkinson,NH,New Hampshire
4232,bartlett,NH,New Hampshire
4236,center conway,NH,New Hampshire
4239,center ossipee,NH,New Hampshire
4241,center strafford,NH,New Hampshire
4243,center tuftonboro,NH,New Hampshire
4247,chocorua,NH,New Hampshire
4250,danville,NH,New Hampshire
4256,madbury,NH,New Hampshire
4257,durham,NH,New Hampshire
4260,east hampstead,NH,New Hampshire
4262,east kingston,NH,New Hampshire
4263,south hampton,NH,New Hampshire
4267,east wakefield,NH,New Hampshire
4270,eaton center,NH,New Hampshire
4276,farmington,NH,New Hampshire
4277,freedom,NH,New Hampshire
4278,gilmanton iron works,NH,New Hampshire
4280,glen,NH,New Hampshire
4283,greenland,NH,New Hampshire
4284,hampstead,NH,New Hampshire
4285,hampton,NH,New Hampshire
4287,hampton falls,NH,New Hampshire
4288,intervale,NH,New Hampshire
4289,jackson,NH,New Hampshire
4290,kearsarge,NH,New Hampshire
4292,madison,NH,New Hampshire
4293,melvin village,NH,New Hampshire
4296,milton mills,NH,New Hampshire
4297,mirror lake,NH,New Hampshire
4298,new castle,NH,New Hampshire
4300,new durham,NH,New Hampshire
4301,newfields,NH,New Hampshire
4302,newmarket,NH,New Hampshire
4304,newton junction,NH,New Hampshire
4306,north conway,NH,New Hampshire
4312,north hampton,NH,New Hampshire
4315,ossipee,NH,New Hampshire
4316,plaistow,NH,New Hampshire
4319,rollinsford,NH,New Hampshire
4320,rye,NH,New Hampshire
4321,rye beach,NH,New Hampshire
4322,sanbornville,NH,New Hampshire
4324,sandown,NH,New Hampshire
4325,seabrook,NH,New Hampshire
4326,silver lake,NH,New Hampshire
4327,somersworth,NH,New Hampshire
4328,effingham,NH,New Hampshire
4332,south tamworth,NH,New Hampshire
4335,strafford,NH,New Hampshire
4336,stratham,NH,New Hampshire
4337,tamworth,NH,New Hampshire
4338,union,NH,New Hampshire
4340,west ossipee,NH,New Hampshire
4342,wolfeboro,NH,New Hampshire
4344,wolfeboro falls,NH,New Hampshire
4346,wonalancet,NH,New Hampshire
4347,berwick,ME,Maine
4348,cape neddick,ME,Maine
4349,eliot,ME,Maine
4350,kittery,ME,Maine
4351,kittery point,ME,Maine
4352,north berwick,ME,Maine
4355,ogunquit,ME,Maine
4356,south berwick,ME,Maine
4359,york,ME,Maine
4360,york beach,ME,Maine
4361,york harbor,ME,Maine
4363,alfred,ME,Maine
4365,bailey island,ME,Maine
4366,bar mills,ME,Maine
4367,biddeford,ME,Maine
4369,biddeford pool,ME,Maine
4371,bowdoinham,ME,Maine
4372,bridgton,ME,Maine
4373,brownfield,ME,Maine
4374,brunswick,ME,Maine
4379,bustins island,ME,Maine
4383,cape porpoise,ME,Maine
4384,casco,ME,Maine
4385,center lovell,ME,Maine
4386,chebeague island,ME,Maine
4388,cliff island,ME,Maine
4390,cumberland center,ME,Maine
4393,denmark,ME,Maine
4394,east baldwin,ME,Maine
4396,east parsonsfield,ME,Maine
4398,sebago,ME,Maine
4401,east waterboro,ME,Maine
4403,freeport,ME,Maine
4405,fryeburg,ME,Maine
4410,gray,ME,Maine
4411,harrison,ME,Maine
4413,hiram,ME,Maine
4414,hollis center,ME,Maine
4415,kennebunk,ME,Maine
4416,kennebunkport,ME,Maine
4418,parsonsfield,ME,Maine
4421,limerick,ME,Maine
4422,limington,ME,Maine
4423,long island,ME,Maine
4424,lovell,ME,Maine
4425,moody,ME,Maine
4426,naples,ME,Maine
4427,newfield,ME,Maine
4428,north bridgton,ME,Maine
4430,north waterboro,ME,Maine
4433,ocean park,ME,Maine
4434,old orchard beach,ME,Maine
4436,orrs island,ME,Maine
4437,porter,ME,Maine
4438,pownal,ME,Maine
4439,scarborough,ME,Maine
4444,saco,ME,Maine
4445,sanford,ME,Maine
4447,shapleigh,ME,Maine
4450,south casco,ME,Maine
4451,south freeport,ME,Maine
4453,harpswell,ME,Maine
4456,south windham,ME,Maine
4458,springvale,ME,Maine
4459,standish,ME,Maine
4461,steep falls,ME,Maine
4462,topsham,ME,Maine
4464,waterboro,ME,Maine
4465,waterford,ME,Maine
4467,wells,ME,Maine
4468,west baldwin,ME,Maine
4469,westbrook,ME,Maine
4470,buxton,ME,Maine
4472,west kennebunk,ME,Maine
4474,west newfield,ME,Maine
4475,yarmouth,ME,Maine
4476,north yarmouth,ME,Maine
4478,portland,ME,Maine
4482,south portland,ME,Maine
4486,cape elizabeth,ME,Maine
4490,peaks island,ME,Maine
4501,cumberland foreside,ME,Maine
4507,bethel,ME,Maine
4511,bryant pond,ME,Maine
4514,buckfield,ME,Maine
4519,dixfield,ME,Maine
4521,dryden,ME,Maine
4523,east dixfield,ME,Maine
4524,east livermore,ME,Maine
4526,east poland,ME,Maine
4529,east wilton,ME,Maine
4533,jay,ME,Maine
4534,lewiston,ME,Maine
4536,lisbon falls,ME,Maine
4538,livermore,ME,Maine
4539,livermore falls,ME,Maine
4541,greenwood,ME,Maine
4542,mechanic falls,ME,Maine
4544,mexico,ME,Maine
4546,monmouth,ME,Maine
4547,new gloucester,ME,Maine
4549,newry,ME,Maine
4551,north jay,ME,Maine
4553,north monmouth,ME,Maine
4555,north turner,ME,Maine
4556,north waterford,ME,Maine
4558,norway,ME,Maine
4561,paris,ME,Maine
4563,poland,ME,Maine
4572,sabattus,ME,Maine
4574,south paris,ME,Maine
4575,turner,ME,Maine
4576,wayne,ME,Maine
4577,weld,ME,Maine
4578,west bethel,ME,Maine
4579,bowdoin,ME,Maine
4582,west minot,ME,Maine
4583,west paris,ME,Maine
4584,peru,ME,Maine
4586,west poland,ME,Maine
4587,sumner,ME,Maine
4590,augusta,ME,Maine
4596,coopers mills,ME,Maine
4597,dresden,ME,Maine
4598,east winthrop,ME,Maine
4599,farmingdale,ME,Maine
4600,gardiner,ME,Maine
4604,hallowell,ME,Maine
4607,kents hill,ME,Maine
4611,mount vernon,ME,Maine
4614,palermo,ME,Maine
4615,readfield,ME,Maine
4617,south china,ME,Maine
4620,south gardiner,ME,Maine
4622,vienna,ME,Maine
4625,bangor,ME,Maine
4629,abbot,ME,Maine
4631,aurora,ME,Maine
4634,bradley,ME,Maine
4635,brewer,ME,Maine
4636,brookton,ME,Maine
4640,brownville,ME,Maine
4645,brownville junction,ME,Maine
4647,bucksport,ME,Maine
4656,carmel,ME,Maine
4657,castine,ME,Maine
4659,charleston,ME,Maine
4660,danforth,ME,Maine
4662,dover foxcroft,ME,Maine
4668,corinth,ME,Maine
4670,eddington,ME,Maine
4675,east millinocket,ME,Maine
4677,east orland,ME,Maine
4680,frankfort,ME,Maine
4686,greenville junction,ME,Maine
4688,guilford,ME,Maine
4695,howland,ME,Maine
4699,kenduskeag,ME,Maine
4700,kingman,ME,Maine
4703,lagrange,ME,Maine
4705,lambert lake,ME,Maine
4707,levant,ME,Maine
4715,mattawamkeag,ME,Maine
4723,millinocket,ME,Maine
4727,milo,ME,Maine
4733,old town,ME,Maine
4737,orono,ME,Maine
4739,orient,ME,Maine
4743,orland,ME,Maine
4744,orrington,ME,Maine
4745,passadumkeag,ME,Maine
4746,penobscot,ME,Maine
4747,rockwood,ME,Maine
4753,sangerville,ME,Maine
4754,sebec,ME,Maine
4756,shirley mills,ME,Maine
4764,stetson,ME,Maine
4765,stillwater,ME,Maine
4769,vanceboro,ME,Maine
4770,waite,ME,Maine
4772,west enfield,ME,Maine
4775,winn,ME,Maine
4776,winterport,ME,Maine
4777,wytopitlock,ME,Maine
4786,alna,ME,Maine
4787,boothbay,ME,Maine
4788,boothbay harbor,ME,Maine
4793,chamberlain,ME,Maine
4794,damariscotta,ME,Maine
4795,east boothbay,ME,Maine
4796,friendship,ME,Maine
4800,isle of springs,ME,Maine
4803,bremen,ME,Maine
4805,newcastle,ME,Maine
4806,new harbor,ME,Maine
4807,nobleboro,ME,Maine
4808,edgecomb,ME,Maine
4809,pemaquid,ME,Maine
4811,phippsburg,ME,Maine
4812,cushing,ME,Maine
4813,round pond,ME,Maine
4814,sebasco estates,ME,Maine
4816,south bristol,ME,Maine
4817,squirrel island,ME,Maine
4821,trevett,ME,Maine
4822,waldoboro,ME,Maine
4825,west boothbay harbor,ME,Maine
4829,southport,ME,Maine
4831,wiscasset,ME,Maine
4834,woolwich,ME,Maine
4835,ellsworth,ME,Maine
4845,addison,ME,Maine
4846,gouldsboro,ME,Maine
4849,bar harbor,ME,Maine
4850,beals,ME,Maine
4851,bernard,ME,Maine
4853,birch harbor,ME,Maine
4854,blue hill,ME,Maine
4855,brooklin,ME,Maine
4856,brooksville,ME,Maine
4857,calais,ME,Maine
4858,cherryfield,ME,Maine
4861,columbia falls,ME,Maine
4865,corea,ME,Maine
4866,cranberry isles,ME,Maine
4868,cutler,ME,Maine
4869,deer isle,ME,Maine
4870,dennysville,ME,Maine
4873,east blue hill,ME,Maine
4876,east machias,ME,Maine
4877,eastport,ME,Maine
4880,frenchboro,ME,Maine
4881,grand lake stream,ME,Maine
4884,harborside,ME,Maine
4885,harrington,ME,Maine
4886,hulls cove,ME,Maine
4887,isle au haut,ME,Maine
4889,islesford,ME,Maine
4890,jonesboro,ME,Maine
4891,jonesport,ME,Maine
4892,little deer isle,ME,Maine
4894,lubec,ME,Maine
4896,bass harbor,ME,Maine
4897,machias,ME,Maine
4902,machiasport,ME,Maine
4904,meddybemps,ME,Maine
4907,milbridge,ME,Maine
4908,mount desert,ME,Maine
4910,northeast harbor,ME,Maine
4917,perry,ME,Maine
4924,prospect harbor,ME,Maine
4926,robbinston,ME,Maine
4927,salsbury cove,ME,Maine
4928,sargentville,ME,Maine
4929,seal cove,ME,Maine
4930,seal harbor,ME,Maine
4931,sedgwick,ME,Maine
4932,sorrento,ME,Maine
4933,southwest harbor,ME,Maine
4935,steuben,ME,Maine
4936,stonington,ME,Maine
4937,sunset,ME,Maine
4938,surry,ME,Maine
4939,swans island,ME,Maine
4941,wesley,ME,Maine
4943,whiting,ME,Maine
4944,winter harbor,ME,Maine
4945,baileyville,ME,Maine
4950,houlton,ME,Maine
4960,benedicta,ME,Maine
4961,blaine,ME,Maine
4963,caribou,ME,Maine
4966,clayton lake,ME,Maine
4967,crouseville,ME,Maine
4968,eagle lake,ME,Maine
4973,estcourt station,ME,Maine
4975,fort fairfield,ME,Maine
4977,fort kent,ME,Maine
4980,fort kent mills,ME,Maine
4982,frenchville,ME,Maine
4985,grand isle,ME,Maine
4987,island falls,ME,Maine
4990,limestone,ME,Maine
4994,madawaska,ME,Maine
4995,mapleton,ME,Maine
4998,mars hill,ME,Maine
4999,monticello,ME,Maine
5000,new limerick,ME,Maine
5002,new sweden,ME,Maine
5003,oakfield,ME,Maine
5004,oxbow,ME,Maine
5005,patten,ME,Maine
5007,perham,ME,Maine
5008,portage,ME,Maine
5010,presque isle,ME,Maine
5011,saint agatha,ME,Maine
5012,saint david,ME,Maine
5013,saint francis,ME,Maine
5015,sheridan,ME,Maine
5016,sherman,ME,Maine
5020,stacyville,ME,Maine
5025,sinclair,ME,Maine
5028,smyrna mills,ME,Maine
5032,wallagrass,ME,Maine
5034,stockholm,ME,Maine
5036,van buren,ME,Maine
5039,washburn,ME,Maine
5043,camden,ME,Maine
5044,glen cove,ME,Maine
5047,islesboro,ME,Maine
5048,lincolnville,ME,Maine
5050,lincolnville center,ME,Maine
5052,matinicus,ME,Maine
5053,monhegan,ME,Maine
5054,north haven,ME,Maine
5055,owls head,ME,Maine
5056,port clyde,ME,Maine
5058,south thomaston,ME,Maine
5060,spruce head,ME,Maine
5063,tenants harbor,ME,Maine
5066,thomaston,ME,Maine
5069,vinalhaven,ME,Maine
5071,west rockport,ME,Maine
5072,waterville,ME,Maine
5076,anson,ME,Maine
5078,athens,ME,Maine
5080,belfast,ME,Maine
5083,belgrade,ME,Maine
5084,belgrade lakes,ME,Maine
5086,bingham,ME,Maine
5091,brooks,ME,Maine
5093,burnham,ME,Maine
5096,caratunk,ME,Maine
5097,china village,ME,Maine
5100,corinna,ME,Maine
5101,detroit,ME,Maine
5102,dexter,ME,Maine
5104,dixmont,ME,Maine
5105,east newport,ME,Maine
5106,east vassalboro,ME,Maine
5108,eustis,ME,Maine
5112,fairfield,ME,Maine
5116,garland,ME,Maine
5117,farmington falls,ME,Maine
5125,hartland,ME,Maine
5126,hinckley,ME,Maine
5127,jackman,ME,Maine
5136,kingfield,ME,Maine
5139,liberty,ME,Maine
5142,morrill,ME,Maine
5145,new portland,ME,Maine
5148,new sharon,ME,Maine
5149,new vineyard,ME,Maine
5150,norridgewock,ME,Maine
5152,north anson,ME,Maine
5163,north vassalboro,ME,Maine
5167,oquossoc,ME,Maine
5169,palmyra,ME,Maine
5170,phillips,ME,Maine
5175,rangeley,ME,Maine
5181,saint albans,ME,Maine
5182,sandy point,ME,Maine
5183,searsmont,ME,Maine
5184,searsport,ME,Maine
5185,shawmut,ME,Maine
5186,skowhegan,ME,Maine
5189,solon,ME,Maine
5190,stockton springs,ME,Maine
5193,stratton,ME,Maine
5194,strong,ME,Maine
5198,west forks,ME,Maine
5209,unity,ME,Maine
5210,vassalboro,ME,Maine
5211,west farmington,ME,Maine
5213,white river junction,VT,Vermont
5218,ascutney,VT,Vermont
5219,barnard,VT,Vermont
5231,bridgewater corners,VT,Vermont
5242,brownsville,VT,Vermont
5250,east corinth,VT,Vermont
5251,east randolph,VT,Vermont
5254,east ryegate,VT,Vermont
5258,east thetford,VT,Vermont
5260,fairlee,VT,Vermont
5264,hartford,VT,Vermont
5266,hartland four corners,VT,Vermont
5268,mc indoe falls,VT,Vermont
5273,north hartland,VT,Vermont
5275,north pomfret,VT,Vermont
5276,north thetford,VT,Vermont
5278,norwich,VT,Vermont
5282,post mills,VT,Vermont
5283,quechee,VT,Vermont
5289,randolph center,VT,Vermont
5296,south pomfret,VT,Vermont
5297,south royalton,VT,Vermont
5301,south ryegate,VT,Vermont
5304,south strafford,VT,Vermont
5307,south woodstock,VT,Vermont
5310,taftsville,VT,Vermont
5311,thetford,VT,Vermont
5313,thetford center,VT,Vermont
5320,tunbridge,VT,Vermont
5322,vershire,VT,Vermont
5323,wells river,VT,Vermont
5324,west fairlee,VT,Vermont
5326,west hartford,VT,Vermont
5328,west topsham,VT,Vermont
5331,wilder,VT,Vermont
5341,bellows falls,VT,Vermont
5345,cambridgeport,VT,Vermont
5346,cavendish,VT,Vermont
5358,chester depot,VT,Vermont
5371,north springfield,VT,Vermont
5374,perkinsville,VT,Vermont
5379,proctorsville,VT,Vermont
5381,saxtons river,VT,Vermont
5382,south londonderry,VT,Vermont
5395,westminster station,VT,Vermont
5411,dorset,VT,Vermont
5415,east arlington,VT,Vermont
5420,east dorset,VT,Vermont
5426,manchester center,VT,Vermont
5430,north bennington,VT,Vermont
5437,north pownal,VT,Vermont
5443,shaftsbury,VT,Vermont
5448,brattleboro,VT,Vermont
5459,bondville,VT,Vermont
5461,east dover,VT,Vermont
5462,jacksonville,VT,Vermont
5463,jamaica,VT,Vermont
5466,marlboro,VT,Vermont
5468,newfane,VT,Vermont
5470,putney,VT,Vermont
5475,readsboro,VT,Vermont
5477,south newfane,VT,Vermont
5478,stamford,VT,Vermont
5480,townshend,VT,Vermont
5484,vernon,VT,Vermont
5485,wardsboro,VT,Vermont
5488,west dover,VT,Vermont
5492,west dummerston,VT,Vermont
5494,west halifax,VT,Vermont
5496,west townshend,VT,Vermont
5500,west wardsboro,VT,Vermont
5503,whitingham,VT,Vermont
5504,williamsville,VT,Vermont
5509,btv,VT,Vermont
5514,south burlington,VT,Vermont
5518,s btv,VT,Vermont
5521,winooski,VT,Vermont
5522,uvm,VT,Vermont
5526,colchester,VT,Vermont
5528,alburgh,VT,Vermont
5530,bakersfield,VT,Vermont
5531,belvidere center,VT,Vermont
5548,charlotte,VT,Vermont
5550,smc,VT,Vermont
5552,east berkshire,VT,Vermont
5555,east fairfield,VT,Vermont
5557,enosburg falls,VT,Vermont
5575,essex junction,VT,Vermont
5581,fairfax,VT,Vermont
5585,ferrisburgh,VT,Vermont
5597,highgate center,VT,Vermont
5604,highgate springs,VT,Vermont
5607,hinesburg,VT,Vermont
5614,isle la motte,VT,Vermont
5615,jeffersonville,VT,Vermont
5620,jericho,VT,Vermont
5624,jonesville,VT,Vermont
5628,monkton,VT,Vermont
5629,montgomery,VT,Vermont
5630,montgomery center,VT,Vermont
5635,new haven,VT,Vermont
5641,north ferrisburgh,VT,Vermont
5650,north hero,VT,Vermont
5656,richford,VT,Vermont
5664,saint albans bay,VT,Vermont
5667,shelburne,VT,Vermont
5668,sheldon,VT,Vermont
5678,sheldon springs,VT,Vermont
5680,south hero,VT,Vermont
5685,starksboro,VT,Vermont
5688,swanton,VT,Vermont
5698,underhill,VT,Vermont
5700,underhill center,VT,Vermont
5702,vergennes,VT,Vermont
5723,williston,VT,Vermont
5726,montpelier,VT,Vermont
5739,adamant,VT,Vermont
5750,cabot,VT,Vermont
5753,east barre,VT,Vermont
5754,east calais,VT,Vermont
5757,east montpelier,VT,Vermont
5759,eden,VT,Vermont
5760,eden mills,VT,Vermont
5762,graniteville,VT,Vermont
5764,johnson,VT,Vermont
5766,lake elmore,VT,Vermont
5770,moretown,VT,Vermont
5775,morrisville,VT,Vermont
5785,moscow,VT,Vermont
5790,northfield falls,VT,Vermont
5793,north hyde park,VT,Vermont
5795,north montpelier,VT,Vermont
5807,waterbury,VT,Vermont
5809,stowe,VT,Vermont
5810,waitsfield,VT,Vermont
5829,waterbury center,VT,Vermont
5831,websterville,VT,Vermont
5833,wolcott,VT,Vermont
5838,woodbury,VT,Vermont
5854,benson,VT,Vermont
5855,bomoseen,VT,Vermont
5858,brandon,VT,Vermont
5862,bridport,VT,Vermont
5863,castleton,VT,Vermont
5867,center rutland,VT,Vermont
5869,chittenden,VT,Vermont
5870,cuttingsville,VT,Vermont
5874,danby,VT,Vermont
5880,east middlebury,VT,Vermont
5882,east poultney,VT,Vermont
5884,east wallingford,VT,Vermont
5887,fair haven,VT,Vermont
5894,forest dale,VT,Vermont
5896,gaysville,VT,Vermont
5900,hydeville,VT,Vermont
5901,killington,VT,Vermont
5902,middlebury,VT,Vermont
5907,middletown springs,VT,Vermont
5909,mount holly,VT,Vermont
5914,north clarendon,VT,Vermont
5917,orwell,VT,Vermont
5921,pawlet,VT,Vermont
5929,pittsford,VT,Vermont
5934,poultney,VT,Vermont
5939,proctor,VT,Vermont
5941,ripton,VT,Vermont
5943,rupert,VT,Vermont
5947,shoreham,VT,Vermont
5949,wallingford,VT,Vermont
5954,west pawlet,VT,Vermont
5955,west rupert,VT,Vermont
5956,west rutland,VT,Vermont
5963,saint johnsbury,VT,Vermont
5968,albany,VT,Vermont
5969,barnet,VT,Vermont
5974,barton,VT,Vermont
5977,beebe plain,VT,Vermont
5983,craftsbury,VT,Vermont
5985,craftsbury common,VT,Vermont
5991,derby,VT,Vermont
5992,derby line,VT,Vermont
5994,east burke,VT,Vermont
5997,east charleston,VT,Vermont
5999,east hardwick,VT,Vermont
6000,east haven,VT,Vermont
6001,east saint johnsbury,VT,Vermont
6003,glover,VT,Vermont
6006,greensboro,VT,Vermont
6008,greensboro bend,VT,Vermont
6015,irasburg,VT,Vermont
6018,island pond,VT,Vermont
6021,lower waterford,VT,Vermont
6023,lyndon,VT,Vermont
6025,lyndon center,VT,Vermont
6026,lyndonville,VT,Vermont
6031,morgan,VT,Vermont
6041,newport center,VT,Vermont
6043,north concord,VT,Vermont
6048,north troy,VT,Vermont
6055,passumpsic,VT,Vermont
6057,peacham,VT,Vermont
6059,saint johnsbury center,VT,Vermont
6066,west burke,VT,Vermont
6070,west charleston,VT,Vermont
6073,west danville,VT,Vermont
6077,west glover,VT,Vermont
6080,averill,VT,Vermont
6082,beecher falls,VT,Vermont
6085,gilman,VT,Vermont
6086,guildhall,VT,Vermont
6097,bloomfield,CT,Connecticut
6104,broad brook,CT,Connecticut
6112,canton center,CT,Connecticut
6116,collinsville,CT,Connecticut
6117,east berlin,CT,Connecticut
6118,east canaan,CT,Connecticut
6119,east glastonbury,CT,Connecticut
6122,east granby,CT,Connecticut
6123,east hartland,CT,Connecticut
6124,east windsor hill,CT,Connecticut
6126,ellington,CT,Connecticut
6129,falls village,CT,Connecticut
6134,glastonbury,CT,Connecticut
6144,new britain,CT,Connecticut
6146,new hartford,CT,Connecticut
6150,north canton,CT,Connecticut
6151,north granby,CT,Connecticut
6152,pine meadow,CT,Connecticut
6154,barkhamsted,CT,Connecticut
6158,poquonock,CT,Connecticut
6159,riverton,CT,Connecticut
6160,vernon rockville,CT,Connecticut
6167,rocky hill,CT,Connecticut
6172,simsbury,CT,Connecticut
6174,somers,CT,Connecticut
6176,somersville,CT,Connecticut
6177,south glastonbury,CT,Connecticut
6179,south windsor,CT,Connecticut
6182,stafford,CT,Connecticut
6183,stafford springs,CT,Connecticut
6188,staffordville,CT,Connecticut
6189,suffield,CT,Connecticut
6190,taconic,CT,Connecticut
6193,tariffville,CT,Connecticut
6199,tolland,CT,Connecticut
6200,unionville,CT,Connecticut
6203,east windsor,CT,Connecticut
6206,weatogue,CT,Connecticut
6207,west granby,CT,Connecticut
6208,west hartland,CT,Connecticut
6209,west simsbury,CT,Connecticut
6210,west suffield,CT,Connecticut
6212,winchester center,CT,Connecticut
6216,windsor locks,CT,Connecticut
6218,winsted,CT,Connecticut
6234,east hartford,CT,Connecticut
6242,wethersfield,CT,Connecticut
6273,irs,CT,Connecticut
6275,willimantic,CT,Connecticut
6280,amston,CT,Connecticut
6282,ballouville,CT,Connecticut
